SeniorCitizen,tenure,MonthlyCharges,TotalCharges,TotalCharges_log,MonthlyCharges_log,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,TotalSpend
0,-1.2802480369298874,-1.1616939352451685,-0.9941940877241977,3.4291367503513968,3.4291367503513968,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.4872563801109828
0,0.06430268518835193,-0.2608779199297493,-0.17373981825040724,7.544596623330987,4.059580569785761,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.01677515075783475
0,-1.2395040756535771,-0.3639232943754246,-0.9596491092068434,4.692723082995953,4.00460218672124,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.4510844066036153
0,0.512486259227765,-0.747850415293989,-0.19524770717404732,7.518471485562923,3.768152635008444,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.383263061795947
0,-1.2395040756535771,0.19617817640187488,-0.94045745447498,5.028147719180887,4.272490747605575,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.2431636492044103
0,-0.9950403079957154,1.1584890119510036,-0.6453692184426381,6.711131937477322,4.611649152085801,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,-1.1527432632613788
0,-0.42462485012737144,0.8078023344020117,-0.14731268909089865,7.575789758727007,4.500920164614292,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,-0.34301294517799497
0,-0.9135523854430948,-1.1650179795821258,-0.8741690378436584,5.713402718033191,3.4258899942525267,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0643049543313459
0,-0.18016108246950976,1.3296772953043026,0.33651554451135574,8.02192918843427,4.661550519424199,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,-0.23955610085715315
0,1.2051336009250397,-0.28747027462540753,0.5314762853391823,8.15735611033029,4.04567939024082,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.34644008721822744
0,-0.791320501614164,-0.4935610235167579,-0.7481879571842651,6.377491961323671,3.9308447596687337,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.39056495670648106
0,-0.6690886177852331,-1.5240147679735105,-0.8631834699626608,5.792403666309729,2.9932291433358724,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,1.0197009345876789
0,1.0421577558197987,1.181757322309704,1.4990665744239262,8.645076161696084,4.618579872898009,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,1.2315775589418958
0,0.6754621043330061,1.2931128075977727,1.2145888969272465,8.524625503233533,4.651099117876491,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.8734486981599532
0,-0.3023929662984406,1.3529456056630036,0.17768805707524432,7.8961992165555,4.66814498514948,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.40912123493687597
0,1.4903413298592119,1.6105590417771916,2.475877681529266,8.974130577893364,4.738389029774314,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,2.4002827041389976
0,0.797693988161937,-1.4675060142452372,-0.5560508161330804,6.931422976282321,3.075005454448499,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-1.1706207251549117
0,1.5718292524118322,1.3928341377064908,2.2495926306793175,8.906969200059761,4.679349584162343,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,2.1892974414048725
0,-0.9135523854430948,-0.3190486958265014,-0.7742621363716935,6.271649838789389,4.028916756899646,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,0.29146769714480875
0,-0.46536881140368175,0.8393807556031058,-0.18547540482207542,7.530426345737758,4.511408806173617,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,-0.3906216245501416
1,-1.2802480369298874,-0.8359375902233565,-0.9898704505662146,3.7049988359938197,3.7049988359938197,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,1.0702074588793526
0,-0.8320644628904743,-1.495760391109374,-0.9181333687409043,5.31443674842792,3.0349529867072724,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.244569066441267
0,-1.2802480369298874,-1.4841262359300234,-0.9984736061356706,3.0516399054922867,3.0516399054922867,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1.9000497001055554
0,1.0421577558197987,-0.16281861198951006,0.5390426503656527,8.16225958760722,4.109233174715851,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,-0.16968267927668237
0,0.6754621043330061,-0.17279074500038175,0.3030955940300073,7.996754846467186,4.104294893075269,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.11671360022722571
0,-0.09867315991688919,-0.3157246514895444,-0.33208199947490835,7.3340682196031395,4.030694535145645,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.03115354902613192
0,0.5939741817803856,1.1485168789401314,1.0879019163236925,8.46593147547745,4.608664075242347,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,0.6821893734294268
0,-1.2802480369298874,-1.150059780065818,-0.9940396721114126,3.4404180948154366,3.4404180948154366,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.4723617757812817
